minutes_watched,CLV,region,channel,CLV_wins,Region,Channel
300.0,119.0,2,7,119.0,Rest_of_the_world,Friend
1079.0,144.54,1,8,144.54,West_EU,Other
2626.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
132.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
1.0,143.46,1,6,143.46,West_EU,Instagram
890.0,71.89,0,1,71.89,USA/Canada/As,Google
6781.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1082.0,141.88,1,8,141.88,West_EU,Other
3823.0,119.0,0,3,119.0,USA/Canada/As,YouTube
552.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1659.0,62.58,0,2,62.58,USA/Canada/As,Facebook
66.0,62.58,2,7,62.58,Rest_of_the_world,Friend
21.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
486.0,62.58,2,7,62.58,Rest_of_the_world,Friend
8181.0,93.55,0,4,93.55,USA/Canada/As,LinkedIn
894.0,119.0,2,7,119.0,Rest_of_the_world,Friend
182.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
203.0,141.72,1,8,141.72,West_EU,Other
1149.0,119.43,0,2,119.43,USA/Canada/As,Facebook
157.0,119.1,0,1,119.1,USA/Canada/As,Google
648.0,75.2,2,7,75.2,Rest_of_the_world,Friend
387.0,119.0,2,7,119.0,Rest_of_the_world,Friend
113.0,119.0,0,7,119.0,USA/Canada/As,Friend
701.5,62.57,2,6,62.57,Rest_of_the_world,Instagram
1.0,119.07,2,8,119.07,Rest_of_the_world,Other
15.0,119.38,2,8,119.38,Rest_of_the_world,Other
1753.0,24.69,2,1,24.69,Rest_of_the_world,Google
389.0,119.0,0,6,119.0,USA/Canada/As,Instagram
69.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
417.0,119.0,0,3,119.0,USA/Canada/As,YouTube
135.0,118.34,0,7,118.34,USA/Canada/As,Friend
231.0,118.34,0,4,118.34,USA/Canada/As,LinkedIn
2065.0,62.63,2,1,62.63,Rest_of_the_world,Google
974.0,251.4,1,3,251.4,West_EU,YouTube
2327.0,62.58,2,1,62.58,Rest_of_the_world,Google
57.0,142.86,2,7,142.86,Rest_of_the_world,Friend
762.5,119.0,2,2,119.0,Rest_of_the_world,Facebook
503.0,119.0,0,8,119.0,USA/Canada/As,Other
83.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
1118.0,119.05,1,7,119.05,West_EU,Friend
1880.0,147.52,2,7,147.52,Rest_of_the_world,Friend
785.0,119.0,2,1,119.0,Rest_of_the_world,Google
785.0,119.0,2,1,119.0,Rest_of_the_world,Google
817.5,62.58,1,7,62.58,West_EU,Friend
348.0,119.0,0,3,119.0,USA/Canada/As,YouTube
54.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
2559.0,119.0,2,8,119.0,Rest_of_the_world,Other
74.0,119.02,1,1,119.02,West_EU,Google
1602.0,119.0,2,1,119.0,Rest_of_the_world,Google
8095.0,62.57,2,1,62.57,Rest_of_the_world,Google
224.0,62.58,2,1,62.58,Rest_of_the_world,Google
249.0,118.61,0,7,118.61,USA/Canada/As,Friend
68.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
3015.0,266.03,2,3,266.03,Rest_of_the_world,YouTube
199.0,119.0,0,6,119.0,USA/Canada/As,Instagram
787.0,62.33,0,7,62.33,USA/Canada/As,Friend
932.0,119.14,0,8,119.14,USA/Canada/As,Other
286.0,119.0,0,3,119.0,USA/Canada/As,YouTube
161.0,119.0,0,1,119.0,USA/Canada/As,Google
315.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1978.0,119.02,1,1,119.02,West_EU,Google
966.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
49.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
2317.0,119.0,0,7,119.0,USA/Canada/As,Friend
54.0,62.58,2,1,62.58,Rest_of_the_world,Google
299.0,118.97,0,1,118.97,USA/Canada/As,Google
98.0,119.0,2,1,119.0,Rest_of_the_world,Google
3098.0,62.58,2,1,62.58,Rest_of_the_world,Google
293.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
767.0,146.4,1,8,146.4,West_EU,Other
92.0,62.56,0,7,62.56,USA/Canada/As,Friend
9.0,62.58,2,7,62.58,Rest_of_the_world,Friend
37.0,119.0,2,1,119.0,Rest_of_the_world,Google
2383.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
2199.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
1599.0,119.0,2,1,119.0,Rest_of_the_world,Google
54.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
651.0,119.0,2,7,119.0,Rest_of_the_world,Friend
1583.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
3801.0,238.12,0,1,238.12,USA/Canada/As,Google
433.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
8.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1723.0,147.22,2,1,147.22,Rest_of_the_world,Google
1183.0,118.97,0,3,118.97,USA/Canada/As,YouTube
24.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
50.0,146.4,0,3,146.4,USA/Canada/As,YouTube
484.0,142.82,1,6,142.82,West_EU,Instagram
638.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
1591.0,62.58,2,7,62.58,Rest_of_the_world,Friend
1451.0,160.0,0,3,160.0,USA/Canada/As,YouTube
139.0,118.97,0,8,118.97,USA/Canada/As,Other
1165.0,62.58,2,1,62.58,Rest_of_the_world,Google
44.0,118.97,0,4,118.97,USA/Canada/As,LinkedIn
249.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
180.0,119.0,0,3,119.0,USA/Canada/As,YouTube
4.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
22.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
5.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
179.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
78.0,215.76,2,7,215.76,Rest_of_the_world,Friend
574.0,119.0,2,7,119.0,Rest_of_the_world,Friend
326.0,144.01,1,7,144.01,West_EU,Friend
16.0,49.33,0,1,49.33,USA/Canada/As,Google
64.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
1.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
288.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
601.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
680.0,142.82,1,3,142.82,West_EU,YouTube
233.0,119.0,0,8,119.0,USA/Canada/As,Other
5.0,141.64,1,4,141.64,West_EU,LinkedIn
897.0,119.02,2,7,119.02,Rest_of_the_world,Friend
726.0,62.58,2,1,62.58,Rest_of_the_world,Google
112.0,119.0,2,7,119.0,Rest_of_the_world,Friend
73.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
10111.0,118.99,0,6,118.99,USA/Canada/As,Instagram
68.0,119.0,0,1,119.0,USA/Canada/As,Google
321.0,149.05,1,3,149.05,West_EU,YouTube
1711.0,118.78,0,4,118.78,USA/Canada/As,LinkedIn
679.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
299.0,118.8,0,1,118.8,USA/Canada/As,Google
845.0,119.0,0,6,119.0,USA/Canada/As,Instagram
27.0,147.11,2,6,147.11,Rest_of_the_world,Instagram
169.0,218.01,0,7,218.01,USA/Canada/As,Friend
309.0,119.0,0,2,119.0,USA/Canada/As,Facebook
215.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
371.0,62.58,2,7,62.58,Rest_of_the_world,Friend
235.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1851.0,62.51,2,6,62.51,Rest_of_the_world,Instagram
7.0,119.0,0,3,119.0,USA/Canada/As,YouTube
380.5,119.0,0,3,119.0,USA/Canada/As,YouTube
1186.0,119.34,0,7,119.34,USA/Canada/As,Friend
105.0,142.8,2,3,142.8,Rest_of_the_world,YouTube
2354.0,119.0,2,7,119.0,Rest_of_the_world,Friend
130.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
3471.0,119.44,1,8,119.44,West_EU,Other
1.0,119.0,2,7,119.0,Rest_of_the_world,Friend
313.0,119.0,2,6,119.0,Rest_of_the_world,Instagram
574.0,215.73,2,7,215.73,Rest_of_the_world,Friend
99.0,119.0,2,8,119.0,Rest_of_the_world,Other
63.0,119.0,0,1,119.0,USA/Canada/As,Google
762.5,62.58,2,2,62.58,Rest_of_the_world,Facebook
380.5,119.0,0,3,119.0,USA/Canada/As,YouTube
1173.0,62.53,2,4,62.53,Rest_of_the_world,LinkedIn
227.0,118.56,1,7,118.56,West_EU,Friend
541.0,62.58,2,7,62.58,Rest_of_the_world,Friend
500.0,62.58,2,7,62.58,Rest_of_the_world,Friend
389.0,119.0,0,6,119.0,USA/Canada/As,Instagram
280.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
141.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
1161.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
138.0,62.58,2,7,62.58,Rest_of_the_world,Friend
538.0,62.58,2,7,62.58,Rest_of_the_world,Friend
36.0,119.0,2,2,119.0,Rest_of_the_world,Facebook
762.5,62.58,2,2,62.58,Rest_of_the_world,Facebook
5053.0,118.46,0,3,118.46,USA/Canada/As,YouTube
56.0,119.44,2,3,119.44,Rest_of_the_world,YouTube
296.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
633.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
1123.0,118.46,1,1,118.46,West_EU,Google
1.0,145.66,2,6,145.66,Rest_of_the_world,Instagram
207.0,62.59,2,2,62.59,Rest_of_the_world,Facebook
2927.0,62.58,2,7,62.58,Rest_of_the_world,Friend
50.0,119.0,1,7,119.0,West_EU,Friend
215.0,143.53,1,4,143.53,West_EU,LinkedIn
1228.0,143.28,2,6,143.28,Rest_of_the_world,Instagram
785.0,62.58,2,1,62.58,Rest_of_the_world,Google
1547.0,118.53,0,1,118.53,USA/Canada/As,Google
1.0,146.86,1,7,146.86,West_EU,Friend
43.0,118.86,0,7,118.86,USA/Canada/As,Friend
380.5,119.0,0,3,119.0,USA/Canada/As,YouTube
704.0,143.53,1,1,143.53,West_EU,Google
129.0,62.58,2,1,62.58,Rest_of_the_world,Google
286.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
1884.0,146.08,1,1,146.08,West_EU,Google
451.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
817.5,148.47,1,7,148.47,West_EU,Friend
197.0,62.58,2,7,62.58,Rest_of_the_world,Friend
242.0,62.58,2,1,62.58,Rest_of_the_world,Google
873.0,62.57,2,1,62.57,Rest_of_the_world,Google
49.0,119.0,0,1,119.0,USA/Canada/As,Google
207.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
3112.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
16.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
2541.0,75.2,2,7,75.2,Rest_of_the_world,Friend
55.0,119.0,2,1,119.0,Rest_of_the_world,Google
1673.0,119.0,0,1,119.0,USA/Canada/As,Google
36.0,119.0,0,1,119.0,USA/Canada/As,Google
276.0,181.58,0,8,181.58,USA/Canada/As,Other
793.0,119.0,0,1,119.0,USA/Canada/As,Google
225.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
1569.0,119.0,2,1,119.0,Rest_of_the_world,Google
187.0,119.0,0,1,119.0,USA/Canada/As,Google
107.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
200.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
899.0,62.58,1,4,62.58,West_EU,LinkedIn
1697.0,119.0,0,3,119.0,USA/Canada/As,YouTube
884.0,145.07,1,7,145.07,West_EU,Friend
152.0,145.74,1,4,145.74,West_EU,LinkedIn
64.0,119.0,0,3,119.0,USA/Canada/As,YouTube
285.0,49.63,0,1,49.63,USA/Canada/As,Google
439.0,119.0,0,7,119.0,USA/Canada/As,Friend
1503.0,62.55,2,7,62.55,Rest_of_the_world,Friend
21.0,119.0,0,6,119.0,USA/Canada/As,Instagram
732.0,141.23,1,1,141.23,West_EU,Google
3124.0,25.65,2,7,25.65,Rest_of_the_world,Friend
5906.0,119.0,2,7,119.0,Rest_of_the_world,Friend
4.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
484.0,142.58,1,6,142.58,West_EU,Instagram
866.0,119.0,0,4,119.0,USA/Canada/As,LinkedIn
1258.0,118.58,0,4,118.58,USA/Canada/As,LinkedIn
153.0,119.0,0,8,119.0,USA/Canada/As,Other
1566.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1384.0,56.97,2,7,56.97,Rest_of_the_world,Friend
367.0,62.58,2,7,62.58,Rest_of_the_world,Friend
1054.0,119.0,0,3,119.0,USA/Canada/As,YouTube
2431.0,141.64,0,8,141.64,USA/Canada/As,Other
535.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
565.0,118.75,0,7,118.75,USA/Canada/As,Friend
2.0,62.58,2,1,62.58,Rest_of_the_world,Google
80.0,144.43,1,4,144.43,West_EU,LinkedIn
41.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
32.0,62.58,2,7,62.58,Rest_of_the_world,Friend
309.0,62.58,2,1,62.58,Rest_of_the_world,Google
493.0,119.0,2,3,119.0,Rest_of_the_world,YouTube
13.0,119.0,0,1,119.0,USA/Canada/As,Google
3787.0,62.58,2,8,62.58,Rest_of_the_world,Other
1284.0,119.0,0,1,119.0,USA/Canada/As,Google
50.0,119.0,0,1,119.0,USA/Canada/As,Google
18.0,119.0,0,7,119.0,USA/Canada/As,Friend
151.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
660.0,62.43,2,8,62.43,Rest_of_the_world,Other
75.0,348.0,0,1,281.105,USA/Canada/As,Google
10506.0,119.0,0,3,119.0,USA/Canada/As,YouTube
3522.0,222.0,0,8,222.0,USA/Canada/As,Other
534.0,118.53,0,7,118.53,USA/Canada/As,Friend
534.0,214.92,0,7,214.92,USA/Canada/As,Friend
28.0,118.96,0,1,118.96,USA/Canada/As,Google
14.0,128.46,2,1,128.46,Rest_of_the_world,Google
259.0,62.58,0,4,62.58,USA/Canada/As,LinkedIn
13.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1428.0,118.88,0,2,118.88,USA/Canada/As,Facebook
867.0,62.58,2,1,62.58,Rest_of_the_world,Google
7.0,62.58,2,7,62.58,Rest_of_the_world,Friend
3051.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
1014.0,62.58,2,1,62.58,Rest_of_the_world,Google
49.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
32.0,62.58,2,4,62.58,Rest_of_the_world,LinkedIn
19.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
3.0,62.58,2,6,62.58,Rest_of_the_world,Instagram
2457.0,62.58,2,3,62.58,Rest_of_the_world,YouTube
3821.0,119.0,0,3,119.0,USA/Canada/As,YouTube
879.0,62.74,2,1,62.74,Rest_of_the_world,Google
5.0,119.22,2,7,119.22,Rest_of_the_world,Friend
638.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
135.0,218.24,0,1,218.24,USA/Canada/As,Google
83.0,62.58,2,7,62.58,Rest_of_the_world,Friend
1254.0,62.58,2,7,62.58,Rest_of_the_world,Friend
83.0,119.0,0,2,119.0,USA/Canada/As,Facebook
1469.0,62.58,2,7,62.58,Rest_of_the_world,Friend
1867.0,62.58,2,1,62.58,Rest_of_the_world,Google
499.0,138.0,0,4,138.0,USA/Canada/As,LinkedIn
0.0,119.0,0,3,119.0,USA/Canada/As,YouTube
1067.0,119.0,0,3,119.0,USA/Canada/As,YouTube
26.0,119.0,0,3,119.0,USA/Canada/As,YouTube
982.0,218.36,0,3,218.36,USA/Canada/As,YouTube
252.0,119.0,2,4,119.0,Rest_of_the_world,LinkedIn
604.0,62.58,0,1,62.58,USA/Canada/As,Google
88.0,145.14,1,8,145.14,West_EU,Other
267.0,62.58,2,7,62.58,Rest_of_the_world,Friend
1367.0,62.58,2,2,62.58,Rest_of_the_world,Facebook
1088.0,119.0,2,1,119.0,Rest_of_the_world,Google
313.0,141.57,1,1,141.57,West_EU,Google
393.0,119.0,2,7,119.0,Rest_of_the_world,Friend
7.0,29.9,2,4,29.9,Rest_of_the_world,LinkedIn
78.0,72.57,2,1,72.57,Rest_of_the_world,Google
159.0,173.88,2,3,173.88,Rest_of_the_world,YouTube
5851.0,34.2,2,4,34.2,Rest_of_the_world,LinkedIn
317.0,58.83,1,3,58.83,West_EU,YouTube
21.0,29.9,2,5,29.9,Rest_of_the_world,Twitter
1436.0,36.0,0,7,36.0,USA/Canada/As,Friend
247.0,174.0,0,7,174.0,USA/Canada/As,Friend
19.0,174.0,0,3,174.0,USA/Canada/As,YouTube
668.0,175.77,1,3,175.77,West_EU,YouTube
184.0,96.99,0,3,96.99,USA/Canada/As,YouTube
429.0,173.53,0,8,173.53,USA/Canada/As,Other
641.0,36.0,2,4,36.0,Rest_of_the_world,LinkedIn
34.0,49.5,2,4,49.5,Rest_of_the_world,LinkedIn
1394.0,119.0,2,7,119.0,Rest_of_the_world,Friend
1560.0,146.86,0,3,146.86,USA/Canada/As,YouTube
113.0,25.65,2,1,25.65,Rest_of_the_world,Google
75.0,30.04,0,3,30.04,USA/Canada/As,YouTube
2690.0,25.65,2,7,25.65,Rest_of_the_world,Friend
96.0,207.2,1,6,207.2,West_EU,Instagram
550.0,74.86,1,2,74.86,West_EU,Facebook
527.0,174.0,2,3,174.0,Rest_of_the_world,YouTube
1961.0,96.99,2,7,96.99,Rest_of_the_world,Friend
430.0,63.63,2,7,63.63,Rest_of_the_world,Friend
8480.0,161.8,2,3,161.8,Rest_of_the_world,YouTube
36.0,174.0,0,3,174.0,USA/Canada/As,YouTube
149.0,174.0,0,1,174.0,USA/Canada/As,Google
1422.0,64.8,2,3,64.8,Rest_of_the_world,YouTube
1153.0,68.15,2,1,68.15,Rest_of_the_world,Google
203.0,167.73,1,4,167.73,West_EU,LinkedIn
0.0,172.78,0,8,172.78,USA/Canada/As,Other
1945.0,304.72,1,7,281.105,West_EU,Friend
36.0,321.97,0,2,281.105,USA/Canada/As,Facebook
3225.0,64.8,0,8,64.8,USA/Canada/As,Other
2186.0,96.99,2,1,96.99,Rest_of_the_world,Google
4.0,136.02,2,8,136.02,Rest_of_the_world,Other
29771.0,59.04,2,7,59.04,Rest_of_the_world,Friend
6.0,184.44,0,3,184.44,USA/Canada/As,YouTube
190.0,174.0,0,1,174.0,USA/Canada/As,Google
2.0,36.0,0,7,36.0,USA/Canada/As,Friend
1205.0,91.5,2,2,91.5,Rest_of_the_world,Facebook
146.0,183.5,0,3,183.5,USA/Canada/As,YouTube
170.0,36.0,2,8,36.0,Rest_of_the_world,Other
316.0,293.44,1,4,281.105,West_EU,LinkedIn
584.0,216.86,0,7,216.86,USA/Canada/As,Friend
12584.0,48.6,2,3,48.6,Rest_of_the_world,YouTube
638.0,164.0,2,5,164.0,Rest_of_the_world,Twitter
333.0,19.0,2,8,19.0,Rest_of_the_world,Other
969.0,137.98,0,1,137.98,USA/Canada/As,Google
1276.0,174.0,2,4,174.0,Rest_of_the_world,LinkedIn
822.0,183.37,0,1,183.37,USA/Canada/As,Google
94.0,97.0,2,8,97.0,Rest_of_the_world,Other
69.0,172.78,0,3,172.78,USA/Canada/As,YouTube
6938.0,183.09,1,7,183.09,West_EU,Friend
442.0,36.0,2,1,36.0,Rest_of_the_world,Google
15260.0,35.7,2,3,35.7,Rest_of_the_world,YouTube
7.0,219.14,1,4,219.14,West_EU,LinkedIn
656.0,219.14,1,3,219.14,West_EU,YouTube
12552.0,36.0,0,4,36.0,USA/Canada/As,LinkedIn
1249.0,97.14,1,1,97.14,West_EU,Google
473.0,207.34,1,1,207.34,West_EU,Google
1017.0,174.73,0,6,174.73,USA/Canada/As,Instagram
76.0,44.68,2,1,44.68,Rest_of_the_world,Google
10.0,348.0,0,8,281.105,USA/Canada/As,Other
175.0,36.0,0,3,36.0,USA/Canada/As,YouTube
324.0,138.0,0,4,138.0,USA/Canada/As,LinkedIn
128.0,184.44,0,3,184.44,USA/Canada/As,YouTube
378.0,72.0,0,3,72.0,USA/Canada/As,YouTube
78.0,96.99,2,3,96.99,Rest_of_the_world,YouTube
8727.0,97.0,0,1,97.0,USA/Canada/As,Google
1191.0,145.2,1,3,145.2,West_EU,YouTube
136.0,290.84,1,8,281.105,West_EU,Other
566.0,184.44,0,8,184.44,USA/Canada/As,Other
2393.0,36.0,0,7,36.0,USA/Canada/As,Friend
1917.0,184.44,0,7,184.44,USA/Canada/As,Friend
416.0,36.0,2,4,36.0,Rest_of_the_world,LinkedIn
522.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
141.0,143.99,1,1,143.99,West_EU,Google
600.0,174.0,2,3,174.0,Rest_of_the_world,YouTube
2395.0,63.63,2,6,63.63,Rest_of_the_world,Instagram
71.0,206.5,1,6,206.5,West_EU,Instagram
6194.0,183.98,0,7,183.98,USA/Canada/As,Friend
1419.0,210.54,1,3,210.54,West_EU,YouTube
784.0,96.98,2,1,96.98,Rest_of_the_world,Google
18048.0,36.0,2,3,36.0,Rest_of_the_world,YouTube
10244.0,91.5,2,8,91.5,Rest_of_the_world,Other
47.0,138.0,0,7,138.0,USA/Canada/As,Friend
1769.0,27.0,2,4,27.0,Rest_of_the_world,LinkedIn
385.0,97.0,2,3,97.0,Rest_of_the_world,YouTube
1580.0,315.12,0,2,281.105,USA/Canada/As,Facebook
1073.0,36.0,2,5,36.0,Rest_of_the_world,Twitter
798.0,64.8,2,3,64.8,Rest_of_the_world,YouTube
22438.0,303.44,2,4,281.105,Rest_of_the_world,LinkedIn
69.0,348.0,2,4,281.105,Rest_of_the_world,LinkedIn
1373.0,64.58,0,3,64.58,USA/Canada/As,YouTube
72.0,138.0,2,3,138.0,Rest_of_the_world,YouTube
1018.0,239.43,0,4,239.43,USA/Canada/As,LinkedIn
155.0,130.0,0,1,130.0,USA/Canada/As,Google
245.0,143.0,0,1,143.0,USA/Canada/As,Google
390.0,184.44,0,3,184.44,USA/Canada/As,YouTube
3324.0,71.75,0,6,71.75,USA/Canada/As,Instagram
471.0,72.57,2,3,72.57,Rest_of_the_world,YouTube
537.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
171.0,99.0,0,1,99.0,USA/Canada/As,Google
37.0,52.06,0,4,52.06,USA/Canada/As,LinkedIn
654.0,173.99,0,3,173.99,USA/Canada/As,YouTube
276.0,99.0,0,8,99.0,USA/Canada/As,Other
383.0,183.95,0,3,183.95,USA/Canada/As,YouTube
86.0,173.76,0,3,173.76,USA/Canada/As,YouTube
344.0,97.0,0,1,97.0,USA/Canada/As,Google
401.0,99.0,2,7,99.0,Rest_of_the_world,Friend
1332.0,91.5,2,2,91.5,Rest_of_the_world,Facebook
3220.0,207.35,1,1,207.35,West_EU,Google
127.0,130.0,0,6,130.0,USA/Canada/As,Instagram
989.0,184.43,0,3,184.43,USA/Canada/As,YouTube
1927.0,19.0,2,7,19.0,Rest_of_the_world,Friend
4.0,149.99,0,1,149.99,USA/Canada/As,Google
128.0,138.0,1,3,138.0,West_EU,YouTube
306.0,174.0,0,3,174.0,USA/Canada/As,YouTube
1610.0,64.8,0,8,64.8,USA/Canada/As,Other
412.0,159.54,0,8,159.54,USA/Canada/As,Other
804.0,211.71,1,1,211.71,West_EU,Google
403.0,239.96,0,1,239.96,USA/Canada/As,Google
6999.0,190.8,2,1,190.8,Rest_of_the_world,Google
63.0,294.0,0,1,281.105,USA/Canada/As,Google
548.0,91.8,2,3,91.8,Rest_of_the_world,YouTube
2172.0,348.0,1,3,281.105,West_EU,YouTube
5057.0,272.22,1,1,272.22,West_EU,Google
1120.0,147.0,2,8,147.0,Rest_of_the_world,Other
3187.0,36.0,0,3,36.0,USA/Canada/As,YouTube
355.0,62.22,2,1,62.22,Rest_of_the_world,Google
99.0,51.0,2,1,51.0,Rest_of_the_world,Google
2679.0,97.0,2,4,97.0,Rest_of_the_world,LinkedIn
6174.0,184.44,2,3,184.44,Rest_of_the_world,YouTube
169.0,93.72,0,3,93.72,USA/Canada/As,YouTube
1565.0,99.01,0,1,99.01,USA/Canada/As,Google
4094.0,66.0,1,6,66.0,West_EU,Instagram
111.0,27.0,0,3,27.0,USA/Canada/As,YouTube
408.0,49.6,0,4,49.6,USA/Canada/As,LinkedIn
240.0,77.31,2,7,77.31,Rest_of_the_world,Friend
146.0,33.31,1,6,33.31,West_EU,Instagram
2339.0,174.0,2,3,174.0,Rest_of_the_world,YouTube
299.0,348.0,0,1,281.105,USA/Canada/As,Google
165.0,174.54,2,3,174.54,Rest_of_the_world,YouTube
1396.0,174.6,0,1,174.6,USA/Canada/As,Google
734.0,26.99,0,3,26.99,USA/Canada/As,YouTube
1256.0,19.0,2,1,19.0,Rest_of_the_world,Google
0.0,173.41,0,4,173.41,USA/Canada/As,LinkedIn
307.0,19.0,2,1,19.0,Rest_of_the_world,Google
426.0,215.88,0,3,215.88,USA/Canada/As,YouTube
101.0,173.54,0,1,173.54,USA/Canada/As,Google
11929.0,18.0,2,3,18.0,Rest_of_the_world,YouTube
341.0,97.36,0,3,97.36,USA/Canada/As,YouTube
785.0,91.5,2,1,91.5,Rest_of_the_world,Google
1168.0,14.25,2,1,14.25,Rest_of_the_world,Google
1989.0,25.65,0,1,25.65,USA/Canada/As,Google
78.0,85.93,1,3,85.93,West_EU,YouTube
9438.0,19.0,2,7,19.0,Rest_of_the_world,Friend
3490.0,134.89,0,6,134.89,USA/Canada/As,Instagram
471.0,174.0,0,3,174.0,USA/Canada/As,YouTube
310.0,174.0,0,3,174.0,USA/Canada/As,YouTube
589.0,206.94,1,8,206.94,West_EU,Other
305.0,77.3,2,2,77.3,Rest_of_the_world,Facebook
263.0,215.13,2,3,215.13,Rest_of_the_world,YouTube
440.0,36.0,2,3,36.0,Rest_of_the_world,YouTube
49.0,27.0,0,3,27.0,USA/Canada/As,YouTube
452.0,72.04,0,2,72.04,USA/Canada/As,Facebook
62.0,174.0,0,3,174.0,USA/Canada/As,YouTube
3953.0,232.06,2,1,232.06,Rest_of_the_world,Google
2971.0,174.0,2,3,174.0,Rest_of_the_world,YouTube
11.0,56.9,2,3,56.9,Rest_of_the_world,YouTube
85.0,96.99,1,7,96.99,West_EU,Friend
374.0,208.67,1,3,208.67,West_EU,YouTube
2803.0,93.39,0,3,93.39,USA/Canada/As,YouTube
260.0,36.0,2,3,36.0,Rest_of_the_world,YouTube
107.0,147.0,2,4,147.0,Rest_of_the_world,LinkedIn
10.0,36.0,2,3,36.0,Rest_of_the_world,YouTube
919.0,48.6,2,3,48.6,Rest_of_the_world,YouTube
262.0,174.98,0,3,174.98,USA/Canada/As,YouTube
480.0,164.0,2,7,164.0,Rest_of_the_world,Friend
1082.0,174.0,0,3,174.0,USA/Canada/As,YouTube
1035.0,148.83,2,3,148.83,Rest_of_the_world,YouTube
199.0,184.44,0,3,184.44,USA/Canada/As,YouTube
22.0,401.78,2,5,281.105,Rest_of_the_world,Twitter
322.0,62.22,2,3,62.22,Rest_of_the_world,YouTube
132.0,348.0,0,8,281.105,USA/Canada/As,Other
26.0,19.0,2,3,19.0,Rest_of_the_world,YouTube
2186.0,34.2,2,1,34.2,Rest_of_the_world,Google
618.0,174.0,0,7,174.0,USA/Canada/As,Friend
216.0,138.0,0,7,138.0,USA/Canada/As,Friend
679.0,44.37,2,1,44.37,Rest_of_the_world,Google
121.0,184.44,0,3,184.44,USA/Canada/As,YouTube
4.0,184.44,0,3,184.44,USA/Canada/As,YouTube
581.0,174.6,0,3,174.6,USA/Canada/As,YouTube
681.0,170.05,1,4,170.05,West_EU,LinkedIn
